,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
1247,2016-04-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (kerosene),L,0.35,0.4999
1248,2016-04-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1249,2016-04-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1250,2016-04-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (kerosene),L,0.35,0.4999
1251,2016-04-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1252,2016-04-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1253,2016-04-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (kerosene),L,0.35,0.4999
1254,2016-04-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1255,2016-04-15,Amman,Al_Qwaismeh District,Amman,31.91332054138184,35.96791076660156,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1256,2016-04-15,Amman,Al_Qwaismeh District,Amman,31.91332054138184,35.96791076660156,non-food,Fuel (kerosene),L,0.35,0.4999
1257,2016-04-15,Amman,Al_Qwaismeh District,Amman,31.91332054138184,35.96791076660156,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1258,2016-04-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1259,2016-04-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (kerosene),L,0.35,0.4999
1260,2016-04-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1261,2016-04-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1262,2016-04-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (kerosene),L,0.35,0.4999
1263,2016-04-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1264,2016-04-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1265,2016-04-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (kerosene),L,0.35,0.4999
1266,2016-04-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1267,2016-04-15,Madaba,Qasabet Madaba District,Madaba,31.71928977966309,35.793209075927734,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1268,2016-04-15,Madaba,Qasabet Madaba District,Madaba,31.71928977966309,35.793209075927734,non-food,Fuel (kerosene),L,0.35,0.4999
1269,2016-04-15,Madaba,Qasabet Madaba District,Madaba,31.71928977966309,35.793209075927734,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1270,2016-04-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1271,2016-04-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (kerosene),L,0.35,0.4999
1272,2016-04-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (petrol-gasoline),L,0.53,0.7393
1295,2016-05-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1296,2016-05-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (kerosene),L,0.36,0.514
1297,2016-05-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
